Destinasi,Gambar,Detail,Jam Operasional,Biaya Masuk,Penginapan,Preferensi 1,Preferensi 2
Taman Wisata Alam Bukit Tangkiling,,"Taman Wisata Alam Bukit Tangkiling merupakan salah satu objek wisata alam yang berada di Kota Palangka Raya. Taman Wisata Alam Bukit Tangkiling mencakup seluruh wilayah perbukitan diantaranya Bukit Tangkiling, Bukit Baranahu, Bukit Buhis, Bukit Liau, Bukit Kitabala, Bukit Bulam, Bukit Tisin, Bukit Kalalawit, dan Bukit Tunggal.",Setiap hari (07.00 - 16.00),Rp 5.000 - Rp 150.000,,,pegunungan dan pedesaan
Danau Tahai,,"Danau Tahai terletak di Desa Tahai, Kelurahan Tumbang Tahai, Kecamatan Bukit Batu, Kotamadya Palangka Raya, Provinsi Kalimantan Tengah. Danau ini terletak kurang lebih 30 km dari Kota Palangkaraya menuju ke daerah Sampit. Kata Tahai sendiri berasal dari bahasa Dayak yang berarti danau.",Setiap hari (06.00 - 16.00),Rp5.000,,,wisata air
Air Terjun Batu Mahasur,,"Air Terjun Batu Mahasur adalah sebuah air terjun yang berada di Desa Kuala Kurun, Kecamatan Kurun, Kabupaten Gunung Mas, Provinsi Kalimantan Tengah, Indonesia. Lokasinya yang sangat dekat dengan ibu kota kabupaten yakni hanya 1,5 Kilometer membuat Air Terjun Batu Mahasur menjadi wisata andalan Kabupaten Gunung Mas.",Setiap hari (24 jam),Rp10.000,,,wisata air
Taman Nasional Kayan - Mentarang,,"Taman Nasional Kayan Mentarang, ditetapkan pertama kali pada tahun 1980 sebagai Cagar Alam oleh Menteri Pertanian Indonesia. Kemudian pada tahun 1996, atas desakan masyarakat lokal dan rekomendasi dari WWF, kawasan ini diubah statusnya menjadi Taman Nasional agar kepentingan masyarakat lokal dapat diakomodasikan.",Setiap hari (07.00 - 16.00),Rp10.000,,,pegunungan dan pedesaan
Pantai Ujung Pandaran,,Pantai Ujung Pandaran terletak di Desa Ujung Pandaran Kecamatan Teluk Sampit Kabupaten Kotawaringin Timur Provinsi Kalimantan Tengah. Letaknya berada di 80 km selatan dari pusat Kota Sampit,Setiap hari (24 jam),Rp15.000,,,wisata air
Wisata Danau Salju,,"Disebut Danau Salju karena pasir di kawasan itu berwarna putih, menyerupai salju. Uniknya, air di beberapa danau yang ada di sana berwarna hijau, padahal air sekitar kawasan tersebut berwarna putih atau kecoklat karena lahan gambut.",Setiap hari (08.00 - 18.00),Rp 5.000 - Rp 10.000,,,wisata air
Sungai Sekonyer,,"Sungai Sekonyer adalah sungai yang mengalir di bagian selatan pulau Kalimantan, provinsi Kalimantan Tengah, Indonesia, sekitar 700 km di timur laut ibu kota Jakarta.",Setiap hari (24 jam),Gratis,,,wisata air
Istana Kuning,,"Istana Kuning merupakan Istana Kerajaan pada masa Kesultanan Kutaringin. Lokasinya berada di tengah kota Pangkalanbun dan bersebelahan dengan lapangan tugu. Istana Kuning terdiri dari empat bangunan yaitu: Bangsal, Rumbang, Dalem Kuning, dan Pedahiran.",Setiap hari (10.00 - 17.00),Rp 3.000 - Rp 5.000,,,situs bersejarah dan religi
Pantai Kubu,,"Pantai Kubu terletak di Kecamatan Kubu, Kabupaten Kotawaringin Barat, Provinsi Kalimantan tengah yang berdekatan dengan Pantai Tanjung Keluang. Pantai ini merupakan daerah nelayan yang menghadap ke Laut Jawa. ",Setiap hari (24 jam),Gratis,,,wisata air
Museum Balanga,,"Museum Balanga adalah museum yang berlokasi di Kota Palangka Raya, Provinsi Kalimantan Tengah. Museum ini digunakan sebagai media pembelajaran tentang budaya dan sumber daya alam di lingkungan hidup Suku Dayak. Gedung museum merupakan bekas Gedung Monumen Dewan Nasional yang bernama Balanga.",Setiap hari (7.30 - 15.00),Rp1.000,,,museum
Taman Labirin Pelaihari,,"Labirin Palaihari adalah salah satu tempat wisata buatan berupa taman yang terletak di Tambang Ulang, Tanah Laut, Kalimantan Selatan. Daya tarik utama tempat wisata ini adalah sensasi memasuki lorong lorong labirin dari tumbuhan dengan tujuan mencari jalan keluar.",Setiap hari ( 08.00 - 17.00),Rp3.000,,,wisata kota
Jembatan Gantung Nateh,,"Jembatan Gantung Sungai Nateh tepatnya berada di Tim., Nateh, Batang Alai Tim., Kabupaten Hulu Sungai Tengah, Kalimantan Selatan 71382. Sebuah Desa Nateh masuk dalam Kecamatan Batang Alai Timur dan termasuk dalam Kabupaten Hulu Sungai Tengah. Sebenarnya jembatan ini sudah ada sejak lama yakni dibangun tepat pada tahun 2000, namun belakangan ini jembatan ini menjadi viral di media sosial karena banyak yang mengupload foto mereka sedang berada di Jembatan Gantung Sungai Nateh.",Setiap hari (24 jam),Gratis,,,wisata kota
Pasar Terapung Lok Baintan,,"Pasar Terapung Lok Baintan atau Pasar Terapung Sungai Martapura adalah sebuah pasar terapung tradisional yang berlokasi di desa Sungai Pinang, kecamatan Sungai Tabuk, Banjar. Secara umum, Pasar Terapung Lok Baintan tak beda dengan Pasar Terapung di muara Sungai Kuin/Sungai Barito.",Setiap hari ( 04.00 - 09.00 ),Gratis,,,wisata kota
Goa Batu Hapu,,"Gua Batu Hapu adalah gua karst yang menjadi objek wisata alam yang terletak di dekat pasar Binuang, tepatnya di Desa Batu Hapu, Kecamatan Hatungun, Tapin, Kalimantan Selatan. Gua ini memilki mulut gua yang besar dan dua bibir gua yang terhubung dengan tangga beton.",Setiap hari (24 jam),Rp2.500,,,pegunungan dan pedesaan
Goa Liang Tapah,,"Goa Liang Tapah lokasinya masih satu kabupaten dengan Goa Liang Kantin, yaitu di Kabupaten Tabalong, Provinsi Kalimantan Selatan. Beda tempat, tentu saja beda panorama, serta sensasi wisata yang ditawarkan. Di Goa Liang Tapah terdapat sebuah telaga, serta pemandian, yang berselimutkan cerita misteri, atau legenda.",Setiap hari ( 08.30 - 17.00 ),Rp 10.000 - Rp 15.000,,,wisata air
Danau Biru Paring Tali,,"Danau Parta (Paring Tali) atau sering disebut Danau Biru Pengaron berletak di daerah Desa Sungkai, Kecamatan Simpang Empat Pengaron, Kabupaten Banjar, Kalimatan Selatan. Keindahan yang luar biasa ini sangat banyak dikunjungi banyal orang sekitar akibat warna danau yang berwarna biru ditambah dengan adanya tebimg -- tebing disekitar. ",Setiap hari (06.00 - 18.00),Rp12.000,,,wisata air
Waduk Riam Kanan,,"Waduk Riam Kanan adalah salah satu waduk terbesar di Kalimantan Selatan yang ada di Aranio, Aranio, Banjar. Waduk buatan yang dalam pembangunannya memakan waktu selama 10 tahun ini dibangun dengan membendung 8 sungai yang bersumber dari Pegunungan Meratus, serta ada 9 desa yang kemudian ditenggelamkan di area seluas 9.730 hektar tersebut",Setiap hari (24 jam),Rp5.000,,,wisata air
Hutan Kota Pinus Mentaos I,,"Hutan Pinus Mentaos yang terletak di Jalan Pangeran Suriansyah Ujung, Kelurahan Komet,  Kota Banjarbaru. Sebelumnya, tempat itu sebagai area percontohan budidaya pohon pinus. Lantaran kerap dijadikan jujugan warga melepas penat, pemerintah daerah menyulapnya sebagai destinasi wisata hutan kota.",Setiap hari (24 jam),Rp 2.000 - Rp 20.000,,,pegunungan dan pedesaan
Wisata Roemah Kayu,,Wisata Roemah Kayu merupakan objek wisata berupa rumah-rumah an dari kayu. rumah ini sebenarnya adalah sebuah penginapan yang memiliki konsep yang unik sesuai namanya yaitu rumah pohon. Rumah pohon yang dijadikan penginapan ini akan memberikan pengalaman menginap yang berbeda dari penginapan lainnya.,Setiap hari (24 jam),Rp5.000,,,museum
Rumah Jomblo,,"Rumah Jomblo merupakan rumah unik yang menarik di Kota Banjar Baru.  Sesuai dengan namanya, rumah kayu ini berada diatas gundukan tanah merah sendirian. Paduan tanah merah dan posisi bangunan menjadi sisi menarik dari tempat wisata ini.",Setiap hari (24 jam),Rp20.000,,,museum
Taman Hutan Raya Sultan Adam,,Taman Hutan Raya Sultan Adam adalah Tahura yang terdapat di Kalimantan Selatan. Merupakan Unit Pelaksana Teknis (UPT) dari Dinas Kehutanan Provinsi Kalimantan Selatan. Nama hutan ini diambil dari Sultan Adam yang memerintah Kesultanan Banjar yang berkuasa 3 Juni 1825 - 1 November 1857,Setiap hari (08.00 - 16.00),Rp15.000,,,pegunungan dan pedesaan
Bukit Telang,,Bukit Telang merupakan salah satu destinasi wisata di Kalimantan Selatan. Hamparan bukit yang ditutupi oleh rumput hijau bergunduk-gunduk semakin melengkapi keindahan wisata Kalimantan Selatan. ,Setiap hari (24 jam),Gratis,,,pegunungan dan pedesaan
Bukit Matang Kaladan,,"Bukit Matang Kaladan merupakan sebuah gunung yang secara teritorial terletak di Desa Tiwingan Lama, Kecamatan Aranio, Kabupaten Banjar, Provinsi Kalimantan Selatan, yang mulai dikenal dan ramai dikunjungi para pelancong sejak tahun 2015 lalu, setelah foto pemandangan yang sekilas mirip Raja Ampat ini viral di media sosial.",Setiap hari (24 jam),Gratis,,,pegunungan dan pedesaan
Bukit Tabuan,,"Bukit Tabuan (Pasepakan) adalah salah satu bukit di Sungai Anaru, Riam Kanan, Kalimantan Selatan. Perpaduan cantik antara sungai dan perbukitan yang sungguh mengagumkan dan menyejukan mata. Sangat sebanding dengan upaya yang dilakukan untuk menggapai puncak bukitnya. Kondisi jalan tanah ini akan lebih licin lagi di saat musim penghujan. Untuk tracking ke puncak kurang lebih waktu yang di perlukan sekitar 45 menit.",Setiap hari (24 jam),Gratis,,,pegunungan dan pedesaan
Air Terjun Mandin Damar,,"Air Terjun Mandin Damar disebut juga air terjun perawan.  Nama tersebut memang tidak berlebihan, banyak wisatawan yang datang dan pergi tanpa membawa sampah atau merusak kawasan ini. Air terjun ini memiliki ketinggian kurang lebih 10 meter dengan lebarnya mencapai 15 meter dan 18 meter. ",Setiap hari (24 jam),Gratis,,,wisata air
Pulau Sambergelap,,"Pulau Samber Gelap adalah salah satu dari 46 tempat wisata yang ada di Pulau Kotabaru, kombinasi antara pantai pasir putih dan laut birunya ini menjadikan Pulau Samber Gelap sebagai tempat penangkaran bagi para penyu.  Disini juga terdapat mercusuar yang bisa digunakan pengunjung untuk melihat pemandangan dari atas.",Setiap hari (24 jam),Gratis,,,wisata air
Pulau Birahbirahan,,"Pulau Birah-birahan adalah sebuah pulau di Kabupaten Kutai Timur, Provinsi Kalimantan Timur, Indonesia. Pulau ini terletak di sebelah selatan Semenanjung Sangkulirang-Mangkalihat dan persis di seberang daratan desa Manubar, kecamatan Sandaran. Perjalanan ke Pulau Birah-birahan dapat dimulai dengan menaiki kapal dari Pelabuhan Kenyamukan Sangatta Utara dan menempuh waktu hampir tujuh jam melewati lautan lepas.",Setiap hari (24 jam),Gratis,,,wisata air
Pantai batakan Baru,,"Pantai Batakan Baru merupakan tempat camping baru orang Kalimantan Selatan. Pantai ini terletak di Desa Batakan Kecamatan Panyipatan Kabupaten Tanah Laut provinsi Kalimantan Selatan. Pantai ini lokasinya persis berdekatan dengan Pantai Batakan Lama, yang membedakan hanya pengelolaannya.",Setiap hari ( 24 jam ),Gratis,,,wisata air
Pulau Bakut,,Taman Wisata Alam (TWA) Pulau Bakut merupakan salah satu kawasan konservasi di Kalimantan Selatan yang merupakan habitat Bekantan dengan tipe ekosistem hutan mangrove. Kawasan ini telah ditetapkan sebagai site monitoring spesies prioritas terancam punah Bekantan di Kalimantan Selatan sejak Tahun 2012.,Setiap hari (24 jam),Rp 5.000 - Rp 7.500,,,wisata air
Pulau Datu,,"Pulau Datu (Pulau Datu Pamulutan) adalah pulau kecil yang terdapat di dekat Pantai Batakan, desa Tanjung Dewa, kecamatan Panyipatan, Tanah Laut, Kalsel. Dinamakan pulau Datu karena di pulau tersebut terdapat makam seorang datu (sunan/penyebar agama Islam) yang dikenal dengan sebutan Datu Pamulutan, yang dahulu punya kegemaran menangkap burung dengan pulut (getah).",Setiap hari (24 jam),Rp25.000,,,wisata air
Kepulauan Derawan,,"Kepulauan Derawan berada di provinsi Kalimantan Timur di Indonesia. Mereka terdiri dari 31 pulau, yang paling terkenal di antaranya adalah pulau Derawan, Kakaban, Maratua, dan Sangalaki. Ada juga banyak terumbu karang dan pulau-pulau kecil yang terendam. Mereka terletak di Laut Sulawesi, di landas pantai Kalimantan Timur. Kepulauan tersebut merupakan bagian dari Kabupaten Berau.",Setiap Hari(24 Jam),Rp150.000,,,wisata air
Pantai Sangalaki,,"Pulau Sangalaki mempunyai luas 15,9 hektare, terletak di Kepulauan Derawan, Kabupaten Berau, Kalimantan Timur. Memiliki satuan morfologi dataran pantai yang datar. Pulau ini memiliki lagon dangkal berdasar pasir dan ditumbuhi oleh karang dan lamun.",Setiap Hari(24 Jam),Rp10.000,,,wisata air
Pantai kemala,,"Pantai Kemala terletak di pusat kota Balikpapan, yaitu di Jalan Jenderal Sudirman. Selain menggunakan mobil pribadi, untuk menjangkau pantai ini, kamu dapat menggunakan transportasi umum yaitu angkot nomor 03 dengan warna putih-biru muda, rutenya Terminal Batu Ampar–Pelabuhan Semayang. Untuk yang memilih angkutan umum, kamu tinggal minta turun aja di RS Bhayangkara Gaaees, karena jalan masuk ke pantai ini bersebelahan dengan rumah sakit tersebut.",Setiap Hari(24 Jam),Rp1.000,,,wisata air
Masjid Islamic Center Samarinda (MICS),,"Masjid Islamic Center Samarinda adalah masjid yang terletak di kelurahan Teluk Lerong Ulu, Samarinda Ilir, Kota Samarinda, Kalimantan Timur, Indonesia. Masjid ini merupakan masjid terbesar ketiga di Indonesia setelah Masjid Agung Surabaya di Surabaya.",Setiap Hari(24 Jam),Gratis,,,situs bersejarah dan religi
Museum Mulawarman,,"Museum Mulawarman adalah sebuah museum di kota Tenggarong, Provinsi Kalimantan Timur, Indonesia. Museum ini merupakan bekas istana dari Kesultanan Kutai Kartanegara yang dibangun pada tahun 1936 dan diresmikan sebagai Museum Kutai pada tanggal 25 November 1971 oleh Gubernur Abdoel Wahab Sjahranie, lalu diserahterimakan kepada Departemen Pendidikan dan Kebudayaan tanggal 18 Februari 1976 dan berganti nama menjadi Museum Negeri Provinsi Kalimantan Timur ""Mulawarman"".",Setiap Hari(08.30 - 16.00),Rp2.500,,,museum
Bukit Bangkirai,,"Bukit Bangkirai adalah kawasan wisata alam yang dikelola PT Inhutani I Unit I Balikpapan. Kawasan wisata ini terletak di Kecamatan Samboja, Kabupaten Kutai Kartanegara, Kalimantan Timur. Bukit Bangkirai dapat ditempuh melalui perjalanan darat selama 1,5 jam dari Kota Balikpapan.",Setiap Hari(09.00 - 16.00),Rp3.500,,,pegunungan dan pedesaan
Jembatan Repo Repo,,"Jembatan Repo-Repo adalah jembatan khusus pejalan kaki yang membentang di atas Sungai Mahakam dan menghubungkan daratan kota Tenggarong dengan Pulau Kumala, Provinsi Kalimantan Timur. Jembatan ini resmi dibuka oleh Bupati Kutai Kartanegara Rita Widyasari pada tanggal 22 Maret 2016.",Setiap Hari(24 Jam),Gratis,,,wisata kota
Laguna Kehe Daing,,"Laguna Kehe Daing adalah salah satu keindahan yang tidak dapat ditemukan di tempat lainnya selain di Kepulauan Derawan. Selain oleh karena Laguna memang jarang terdapat di Indonesia, Kepulauan Derawan memang salah satu kepulauan pantai yang memiliki pesona yang berbeda dengan destinasi wisata pantai lainnya di Indonesia.",Setiap Hari(24 Jam),Rp20.000,,,wisata air
Jessica Water Park,,"Jessica Water Park menyediakan lebih dari satu kolam renang. Setidaknya ada tiga kolam dengan desain yang unik dan menggoda pengunjung untuk langsung menjatuhkan diri ke dalam air tersebut. Oleh karena itu, wahana air di Kalimantan ini sangat cocok sebagai destinasi untuk rekreasi keluarga bersama sang buah hati.",Setiap Hari(09.00 - 17.00),Rp40.000,,,wisata air
Caribbean Island Water Park,,"Balikpapan merupakan salah satu daerah yang ada di Pulau Kalimantan. Jika Anda sedang singgah untuk berlibur, maka Anda perlu meluangkan waktu untuk menuju Caribbean Island Waterpark Balikpapan. Wisata air ini dapat memberikan Anda kenyamanan serta pengalaman yang seru jika sedang melepas lelah dengan keluarga. Untuk sampai ke lokasinya pun juga mudah dilalui karena lokasi ini sudah cukup terkenal.",Setiap Hari(08.30 - 16.30),Rp50.000 - Rp75.000,,,wisata air
Ladang Budaya Tenggarong,,"Ladaya atau Ladang Budaya merupakan kawasan wisata yang dikelola oleh Yayasan Lanjong. Tempat ini memiliki fungsi utama sebagai kawasan outbond. Namun, berbeda dengan tempat outbound lain yang biasanya jauh dari tempat keramaian, Ladaya terletak tidak jauh dengan pusat kota. Selain itu, di tempat ini juga memiliki suasana yang masih asri, dimana banyak pohon yang tumbuh di sekitar kawasan objek wisata ini.",Setiap Hari(09.00 - 15.30),Rp10.000 - Rp15.000,,,museum
Taman Bekapai,,"Tempat berkumpul yang populer, taman yang dipenuhi pepohonan ini memiliki air mancur baja besar yang menyala di malam hari.",Setiap Hari(24 Jam),Rp15.000,,,wisata kota
Rumah Ulin Arya,,"Destinasi Wisata keluarga samarinda yang lengkap Rumah Ulin Arya, merupakan tempat wisata di Kota Samarinda yang  INSTAGRAMABLE,  terletak  dengan luas area ± 3 Hektare. RUA menawarkan konsep sangat menarik bahkan bisa di sebut sebagai salah satu pelopor wahana yg menawarkan 2 wahana /Fasilitas dalam 1 tempat.",Setiap Hari(08.00 - 16.30) selasa libur,Rp70.000,,,museum
Mangrove Centre Graha Indah,,"Hutan Mangrove memiliki peran penting dalam menjaga keseimbangan lingkungan di sekitar pesisir pantai. Balikpapan memiliki Pusat Mangrove Graha Indah, tempat terbaik belajar mengenai fungsi dan peranan Hutan Mangrove.",Setiap Hari(24 Jam),Rp15.000,,,wisata air
Samboja Lestari,,"Samboja Lestari adalah pusat penyelamatan dan rehabilitasi orangutan Kalimantan, proyek restorasi hutan hujan tropis, suaka beruang madu, dan penginapan ramah lingkungan yang terletak di kota Samboja di Kalimantan Timur, Indonesia, yang dimiliki dan dioperasikan oleh Borneo Orangutan Survival Foundation. Menurut pendirinya, Willie Smits, Samboja Lestari menggunakan prinsip People, Planet, Profit, berusaha memberikan pendapatan bagi masyarakat lokal dengan menggunakan konservasi. Terletak sekitar 38 kilometer dari kota terbesar di Kalimantan Timur, Balikpapan. Proyek ini mencakup sekitar 1.800 hektar lahan yang sebelumnya terdeforestasi. Pada tahun 2001, Yayasan BOS mulai membeli tanah di dekat Samboja yang, seperti banyak lahan gundul di Kalimantan, ditutupi rumput alang-alang. Nama Samboja Lestari secara kasar diterjemahkan sebagai 'Samboja Selamanya'.",Setiap Hari(09.00 - 17.00),Rp15.000,,,pegunungan dan pedesaan
